[21:37:25],[21:37:36],65536,67458,67458,345714,0.000167,320.162003,c-69.mtx,623970,
[21:39:31],[21:39:43],65536,68924,68924,363955,0.000184,357.079758,c-70.mtx,658986,
[21:41:24],[21:41:35],32768,259789,259789,2251231,0.000347,231.258179,offshore.mtx,4242673,
[21:43:21],[21:43:36],65536,76638,76638,468096,0.000225,324.928665,c-71.mtx,859554,
[21:45:33],[21:45:48],65536,84064,84064,395811,0.000225,386.864655,c-72.mtx,707558,
[21:47:34],[21:47:47],16384,169422,169422,724348,0.000796,344.387146,c-73b.mtx,1279274,
[21:49:32],[21:49:45],16384,169422,169422,724348,0.000797,357.706909,c-73.mtx,1279274,
[21:51:46],[21:51:57],4096,181343,181343,11063545,0.002604,1979524.910156,ohne2.mtx,11063545,
[21:53:53],[21:54:05],65536,73752,73752,1835470,0.000180,274.222275,oilpan.mtx,3597188,
[21:56:46],[21:57:01],262144,39082,39082,559722,0.000059,440.023201,cage11.mtx,559722,
[21:58:58],[21:59:10],65536,130228,130228,2032536,0.000186,355.235855,cage12.mtx,2032536,
[22:01:01],[22:01:13],8192,445315,445315,7479343,0.001436,631642.983154,cage13.mtx,7479343,
[22:03:11],[22:03:27],262144,16146,16146,515651,0.000062,399.935677,olafu.mtx,1015156,
[22:05:40],[22:05:58],2048,1505785,1505785,27130349,0.008953,5816074.089355,cage14.mtx,27130349,
[22:07:45],[22:07:56],131072,88263,88263,402623,0.000081,434.059189,olesnik0.mtx,744216,
[22:12:03],[22:12:16],256,5154859,5154859,99199551,0.047835,23029763.437500,cage15.mtx,99199551,
[22:14:06],[22:14:20],131072,15449,15449,973052,0.000106,357.628899,opt1.mtx,1915453,
[22:16:03],[22:16:18],32768,192244,192244,609066,0.000484,165.827972,caidaRouterLevel.mtx,1217878,
[22:18:16],[22:18:29],65536,62451,62451,2034917,0.000195,404.500931,cant.mtx,4007383,
[22:20:19],[22:20:31],32768,40216,40216,526139,0.000370,340.602142,case39_A_01.mtx,1042160,
[22:22:20],[22:22:32],32768,40216,40216,526144,0.000369,341.501038,case39_A_02.mtx,1042170,
[22:24:22],[22:24:34],32768,40216,40216,526144,0.000371,346.789032,case39_A_03.mtx,1042170,
[22:26:24],[22:26:36],32768,40216,40216,526144,0.000371,344.294708,case39_A_04.mtx,1042170,
[22:28:26],[22:28:38],32768,40216,40216,526144,0.000371,341.801422,case39_A_05.mtx,1042170,
[22:30:27],[22:30:40],32768,40216,40216,526144,0.000371,351.841949,case39_A_06.mtx,1042170,
[22:32:29],[22:32:41],32768,40216,40216,526144,0.000370,336.768829,case39_A_07.mtx,1042170,
[22:34:15],[22:34:25],1024,2145852,2145852,17488243,0.009971,7184936.050781,packing-500x100x100-b050.mtx,34043123,
[22:36:04],[22:36:16],32768,40216,40216,526144,0.000370,303.569244,case39_A_08.mtx,1042170,
[22:38:05],[22:38:20],32768,155924,155924,5416358,0.000471,264.466919,para-10.mtx,5416358,
[22:39:59],[22:40:11],32768,40216,40216,526144,0.000370,307.235016,case39_A_09.mtx,1042170,
[22:42:00],[22:42:15],32768,153226,153226,5326228,0.000455,252.293060,para-4.mtx,5326228,
[22:43:54],[22:44:06],32768,40216,40216,526144,0.000371,349.911377,case39_A_10.mtx,1042170,
[22:45:55],[22:46:11],32768,155924,155924,5416358,0.000474,270.581604,para-5.mtx,5416358,
[22:47:49],[22:48:02],32768,40216,40216,526144,0.000370,336.527283,case39_A_11.mtx,1042170,
[22:49:51],[22:50:07],32768,155924,155924,5416358,0.000472,268.436554,para-6.mtx,5416358,
[22:51:45],[22:51:57],32768,40216,40216,526144,0.000371,348.144836,case39_A_12.mtx,1042170,
[22:53:46],[22:54:02],32768,155924,155924,5416358,0.000472,261.510651,para-7.mtx,5416358,
[22:55:40],[22:55:53],32768,40216,40216,526144,0.000371,338.866577,case39_A_13.mtx,1042170,
[22:57:42],[22:57:57],32768,155924,155924,5416358,0.000473,267.268982,para-8.mtx,5416358,
[22:59:57],[23:00:12],32768,155924,155924,5416358,0.000472,264.405731,para-9.mtx,5416358,
[23:02:04],[23:02:16],32768,525825,525825,2100225,0.000367,323.761047,parabolic_fem.mtx,3674625,
[23:07:02],[23:07:14],65536,240547,240547,560943,0.000177,159.285049,patents_main.mtx,560943,
[23:09:42],[23:09:56],1024,3774768,3774768,14970767,0.013758,5858139.524414,patents.mtx,14970767,
[23:12:30],[23:12:49],8192,19242,19242,4671337,0.002369,1562729.971069,pattern1.mtx,9323414,
[23:14:55],[23:15:10],262144,13965,13965,491274,0.000056,396.788754,pcrystk02.mtx,954867,
[23:17:10],[23:17:22],131072,24696,24696,887937,0.000093,370.817268,pcrystk03.mtx,1726875,
[23:19:15],[23:19:26],65536,52329,52329,1375396,0.000165,357.575836,pct20stif.mtx,2650668,
[23:21:25],[23:21:39],65536,36417,36417,2190591,0.000215,341.406036,pdb1HYS.mtx,4344765,
[23:23:42],[23:23:58],131072,9728,9728,367436,0.000122,278.654381,pf2177.mtx,725144,
[23:26:05],[23:26:20],262144,74752,74752,335872,0.000060,443.178520,pfinan512.mtx,571392,
[23:28:18],[23:28:28],131072,22044,22044,500712,0.000080,335.209732,pkustk01.mtx,960521,
[23:30:35],[23:30:50],262144,10800,10800,410400,0.000058,413.463036,pkustk02.mtx,800223,
[23:32:45],[23:32:56],65536,63336,63336,1596876,0.000172,280.597977,pkustk03.mtx,3075267,
[23:34:34],[23:34:47],32768,40216,40216,526139,0.000372,346.283569,case39.mtx,1042160,
[23:36:27],[23:36:39],32768,55590,55590,2137125,0.000371,309.075867,pkustk04.mtx,4170665,
[23:38:13],[23:38:24],16384,345241,345241,1343126,0.000677,316.161133,c-big.mtx,2341011,
[23:40:18],[23:40:35],131072,37164,37164,1121154,0.000131,323.339691,pkustk05.mtx,2173340,
[23:42:27],[23:42:37],262144,13681,13681,263754,0.000040,409.048428,cbuckle_G.mtx,514896,
[23:44:34],[23:44:52],131072,43164,43164,1307466,0.000144,345.414497,pkustk06.mtx,2534794,
[23:46:45],[23:46:57],262144,13681,13681,345098,0.000045,402.393234,cbuckle.mtx,676515,
[23:48:54],[23:49:13],131072,16860,16860,1217832,0.000150,299.327583,pkustk07.mtx,2405055,
[23:51:05],[23:51:20],131072,70656,70656,949510,0.000113,392.976448,cfd1.mtx,1828364,
[23:53:05],[23:53:18],65536,22209,22209,1624440,0.000195,297.335342,pkustk08.mtx,3208670,
[23:55:03],[23:55:15],65536,123440,123440,1605669,0.000179,395.322342,cfd2.mtx,3087898,
[23:57:04],[23:57:17],131072,33960,33960,808800,0.000097,392.368614,pkustk09.mtx,1554204,
[23:59:16],[23:59:32],65536,80676,80676,2194830,0.000242,326.137146,pkustk10.mtx,4237584,
[00:01:43],[00:02:00],512,4802000,4802000,42681372,0.033960,17409574.548828,channel-500x100x100-b050.mtx,83010744,
[00:03:54],[00:04:13],65536,87804,87804,2652858,0.000297,351.582886,pkustk11.mtx,5142514,
[00:05:34],[00:05:44],1024,68121,68121,5377761,0.010319,564737.939453,Chebyshev4.mtx,5377761,
[00:07:22],[00:07:34],16384,94653,94653,3803485,0.000749,57445.998291,pkustk12.mtx,7429105,
[00:09:22],[00:09:35],1024,3523317,3523317,19194193,0.012795,5398462.272461,circuit5M_dc.mtx,19194193,
[00:11:19],[00:11:32],32768,94893,94893,3355860,0.000417,1267.052277,pkustk13.mtx,6542332,
[00:14:20],[00:14:31],128,5558326,5558326,59524291,0.084995,15111534.140625,circuit5M.mtx,59524291,
[00:15:59],[00:16:12],2048,151926,151926,7494215,0.006358,2704603.740234,pkustk14.mtx,14708717,
[00:17:51],[00:18:04],32768,268495,268495,1156647,0.000377,158.053375,citationCiteseer.mtx,2313179,
[00:19:51],[00:20:02],131072,22695,22695,686502,0.000084,394.676041,pli.mtx,1335622,
[00:21:30],[00:21:41],512,3774768,3774768,16518948,0.020969,6401164.388672,cit-Patents.mtx,16518948,
[00:23:28],[00:23:45],32768,85623,85623,2374949,0.000514,161.775635,poisson3Db.mtx,2374949,
[00:25:47],[00:26:04],16384,161070,161070,8185136,0.001036,303735.971741,PR02R.mtx,8185136,
[00:27:52],[00:28:10],32768,325557,325557,3216152,0.000559,409.739929,cnr-2000.mtx,3216152,
[00:30:24],[00:30:41],32768,659033,659033,5959282,0.000515,3442.795898,pre2.mtx,5959282,
[00:32:31],[00:32:44],32768,100000,100000,499985,0.000394,229.710876,preferentialAttachment.mtx,999950,
[00:34:48],[00:35:00],262144,14822,14822,365313,0.000046,396.933022,Pres_Poisson.mtx,715804,
[00:37:02],[00:37:15],32768,227320,227320,814134,0.000395,157.882782,coAuthorsCiteseer.mtx,1568787,
[00:39:03],[00:39:14],131072,3140,3140,540022,0.000087,2951.156898,psmigr_2.mtx,540022,
[00:40:59],[00:41:17],32768,299067,299067,977676,0.000549,169.424072,coAuthorsDBLP.mtx,1895593,
[00:43:05],[00:43:17],131072,3140,3140,543162,0.000089,3112.958519,psmigr_3.mtx,543162,
