[19:16:10],[19:16:30],65536,127224,127224,1182804,0.000298,2461258.180939,87286.444504,595419.463882,501480.935410,496754.167221,8.999527,boneS01_M.mtx,2238384,244.872222222,1.82263714788,18
[19:18:15],[19:18:29],8192,127224,127224,3421188,0.001678,1649776.927490,214469.594360,3184037.835449,1408240.586060,1343738.606812,1350531.670288,boneS01.mtx,6715152,302.333333333,1.20853446602,12
[19:21:42],[19:21:56],512,3542400,3542400,50194096,0.027834,58652336.382812,6786321.570312,40940977.406250,23136063.958984,20695705.044922,21585704.597656,nlpkkt120.mtx,96845792,303.716666667,1.78970823196,12
[19:23:29],[19:23:40],2048,914898,914898,9702186,0.005086,17376166.320312,975159.059082,6182484.243164,4148796.983887,4004405.081055,4008013.285645,boneS10_M.mtx,18489474,308.311111111,1.95757471516,9
[19:28:11],[19:28:28],256,8345600,8345600,118931856,0.065317,137083051.566406,16161253.214844,97407800.714844,55007106.378906,49004671.250000,51248645.519531,nlpkkt160.mtx,229518112,304.44,1.4430523206,15
[19:30:32],[19:30:46],1024,914898,914898,28191660,0.014135,12148467.130859,1550180.889648,26423718.656250,11422525.485352,10962319.453125,11488171.374023,boneS10.mtx,55468422,304.908333333,1.82092391079,12
[19:38:41],[19:38:57],128,16240000,16240000,232232816,0.126930,269841088.257812,31653875.125000,190696242.054688,107367471.789062,95768681.851562,100048202.765625,nlpkkt200.mtx,448225632,305.585714286,1.43071268098,14
[19:40:32],[19:40:46],16384,93279,93279,652246,0.000849,1321484.631592,31.000000,279464.557129,350649.334656,342360.813782,15.926575,boyd1.mtx,1211231,222.141666667,1.75710857819,12
[19:53:43],[19:53:57],64,27993600,27993600,401232976,0.220568,464572654.390625,54800676.734375,330057145.281250,185491713.640625,165382718.562500,172893145.625000,nlpkkt240.mtx,774472352,302.508333333,2.55814331542,12
[19:55:41],[19:55:58],32768,466316,466316,890091,0.000527,2623479.745605,20.000061,118619.228760,530064.005981,528139.683716,11.944153,boyd2.mtx,1500397,235.106666667,0.707546621942,15
